time_sec	mag	mag_err	band	system	telescope	extcorr	source
131703.60000042245	19.7487359529593	0.28	U	AB	LSO/NTT(3.58m)/EFOSC2+LSO/NTT(3.58m)/SOFI	y	Rossi2020
132040.56000008248	19.6387359529593	0.28	U	AB	LSO/NTT(3.58m)/EFOSC2+LSO/NTT(3.58m)/SOFI	y	Rossi2020
218250.4799998552	19.7287359529593	0.0	U	AB	LSO/NTT(3.58m)/EFOSC2+LSO/NTT(3.58m)/SOFI	y	Rossi2020
304926.9600004144	20.0287359529593	0.0	U	AB	LSO/NTT(3.58m)/EFOSC2+LSO/NTT(3.58m)/SOFI	y	Rossi2020
55356.49999994971	17.717547944966554	0.09	U	AB	NGSO/Swift/UVOT	y	Rossi2020
90063.35000011064	18.527547944966553	0.17	U	AB	NGSO/Swift/UVOT	y	Rossi2020
129924.00000036712	20.317547944966552	0.45	U	AB	NGSO/Swift/UVOT	y	Rossi2020
206383.7000002766	19.937547944966553	0.0	U	AB	NGSO/Swift/UVOT	y	Rossi2020
447435.49999997485	20.377547944966555	0.0	U	AB	NGSO/Swift/UVOT	y	Rossi2020
459677.99999997485	24.479835146902083	0.11	F336W	AB	Hubble/HST/WFC3	y	Rossi2020
459677.99999997485	24.559835146902085	0.11	F336W	AB	Hubble/HST/WFC3	y	Rossi2020
459677.99999997485	24.689835146902084	0.11	F336W	AB	Hubble/HST/WFC3	y	Rossi2020
993543.6000002968	25.879835146902085	0.0	F336W	AB	Hubble/HST/WFC3	y	Rossi2020
131358.00000035204	19.7887359529593	0.29	U	AB	LSO/NTT(3.58m)/EFOSC2+LSO/NTT(3.58m)/SOFI	y	Rossi2020
218362.80000016093	19.1387359529593	0.0	U	AB	LSO/NTT(3.58m)/EFOSC2+LSO/NTT(3.58m)/SOFI	y	Rossi2020
388228.7999998592	20.7874319897604	0.054	V	AB	PAO/VLT(8.2m)/FORS1	y	Rossi2020
561208.7999998592	22.0664319897604	0.158	V	AB	PAO/VLT(8.2m)/FORS1	y	Rossi2020
733144.8000003118	22.8574319897604	0.256	V	AB	PAO/VLT(8.2m)/FORS1	y	Rossi2020
906064.8000003118	23.466431989760398	0.28	V	AB	PAO/VLT(8.2m)/FORS1	y	Rossi2020
126726.0000003269	17.915579148391725	0.041	V	AB	LCO/Swope(1m)/CISCO	y	Rossi2020
299180.4000002565	20.214579148391724	0.115	V	AB	LCO/Swope(1m)/CISCO	y	Rossi2020
207459.3499998592	18.419199467096803	0.0	V	AB	NGSO/Swift/UVOT	y	Rossi2020
231625.45000004023	18.369199467096806	0.0	V	AB	NGSO/Swift/UVOT	y	Rossi2020
266492.2000003671	18.419199467096803	0.0	V	AB	NGSO/Swift/UVOT	y	Rossi2020
320613.1000003017	18.649199467096803	0.0	V	AB	NGSO/Swift/UVOT	y	Rossi2020
518317.8000001106	18.239199467096803	0.0	V	AB	NGSO/Swift/UVOT	y	Rossi2020
103078.80000023636	17.503579148391722	0.04	V	AB	SAAO/SALT(10m)/SALTICAM	y	Rossi2020
125542.8000004124	17.973579148391725	0.04	V	AB	CTIO/LCOGT(1m)/Sinistro	y	Rossi2020
158374.80000018608	18.492341075684784	0.05	V	AB	SSO/iTelescope(T17)/CCD	y	Rossi2020
189568.8000002364	18.943579148391724	0.05	V	AB	SAAO/SALT(10m)/SALTICAM	y	Rossi2020
212032.8000004124	19.203579148391725	0.05	V	AB	CTIO/LCOGT(1m)/Sinistro	y	Rossi2020
54730.300000437535	18.849082559857845	0.11	UVW1	AB	NGSO/Swift/UVOT	y	Rossi2020
89752.30000004024	19.599082559857845	0.23	UVW1	AB	NGSO/Swift/UVOT	y	Rossi2020
133768.8000002313	20.589082559857843	0.0	UVW1	AB	NGSO/Swift/UVOT	y	Rossi2020
180964.8000004124	21.179082559857843	0.0	UVW1	AB	NGSO/Swift/UVOT	y	Rossi2020
269308.8000000201	21.439082559857845	0.0	UVW1	AB	NGSO/Swift/UVOT	y	Rossi2020
993543.6000002968	25.530441710202453	0.0	F275W	AB	Hubble/HST/WFC3	y	Rossi2020
127400.8800003631	17.241555369610072	0.01	J1	AB	LCO/Magellan2Clay(6.5m)/LDSS-3	y	Rossi2020
211891.44000019407	17.44155536961007	0.01	J1	AB	LCO/Magellan2Clay(6.5m)/LDSS-3	y	Rossi2020
383862.00000040233	17.973444101559398	0.02	Y	AB	LCO/duPont(2.5m)/WFIRC	y	Rossi2020
472810.8000001358	18.223444101559398	0.1	Y	AB	LCO/duPont(2.5m)/WFIRC	y	Rossi2020
1074154.8000000603	21.23155536961007	0.0	J1	AB	LCO/Magellan2Clay(6.5m)/LDSS-3	y	Rossi2020
127225.8000001358	17.486192263501167	0.07	z	AB	Xinglong/2.16m/BFOSC	y	Rossi2020
301753.7999998592	18.132192263501167	0.02	z	AB	Xinglong/2.16m/BFOSC	y	Rossi2020
386530.8000001358	18.791953592118503	0.027	z	AB	PAO/VLT(8.2m)/FORS1	y	Rossi2020
474553.7999998592	18.992192263501167	0.03	z	AB	Xinglong/2.16m/BFOSC	y	Rossi2020
557602.8000004124	19.491953592118502	0.039	z	AB	PAO/VLT(8.2m)/FORS1	y	Rossi2020
731266.7999999598	20.470953592118505	0.092	z	AB	PAO/VLT(8.2m)/FORS1	y	Rossi2020
903352.8000004124	21.878953592118503	0.214	z	AB	PAO/VLT(8.2m)/FORS1	y	Rossi2020
989812.8000004124	22.679953592118505	0.471	z	AB	PAO/VLT(8.2m)/FORS1	y	Rossi2020
1249327.8000004124	23.206953592118502	0.368	z	AB	PAO/VLT(8.2m)/FORS1	y	Rossi2020
40810.80000013579	17.50219226350117	0.03	z	AB	LCO/Magellan2Clay(6.5m)/LDSS-3	y	Rossi2020
125206.31999985316	17.452192263501168	0.06	z	AB	LCO/Magellan2Clay(6.5m)/LDSS-3	y	Rossi2020
125344.56000013275	17.442192263501166	0.06	z	AB	LCO/Magellan2Clay(6.5m)/LDSS-3	y	Rossi2020
125396.40000008048	17.442192263501166	0.06	z	AB	LCO/Magellan2Clay(6.5m)/LDSS-3	y	Rossi2020
300010.8000001358	18.212192263501166	0.05	z	AB	LCO/Magellan2Clay(6.5m)/LDSS-3	y	Rossi2020
470339.7600003239	18.912192263501165	0.12	z	AB	LCO/Magellan2Clay(6.5m)/LDSS-3	y	Rossi2020
643001.5200000443	19.702192263501168	0.07	z	AB	LCO/Magellan2Clay(6.5m)/LDSS-3	y	Rossi2020
729591.6000002716	20.232192263501165	0.07	z	AB	LCO/Magellan2Clay(6.5m)/LDSS-3	y	Rossi2020
1079209.19999999	22.312192263501167	0.0	z	AB	LCO/Magellan2Clay(6.5m)/LDSS-3	y	Rossi2020
127225.8000001358	17.708800485233546	0.02	r	AB	Xinglong/2.16m/BFOSC	y	Rossi2020
301753.7999998592	19.497800485233544	0.02	r	AB	Xinglong/2.16m/BFOSC	y	Rossi2020
383908.8000002364	20.0007616785326	0.058	R	AB	PAO/VLT(8.2m)/FORS1	y	Rossi2020
474553.7999998592	20.497800485233544	0.03	r	AB	Xinglong/2.16m/BFOSC	y	Rossi2020
557552.8000004124	21.067800485233544	0.07	r	AB	PAO/ESO-VST/OMEGACAM	y	Rossi2020
559300.8000001358	21.030761678532603	0.106	R	AB	PAO/VLT(8.2m)/FORS1	y	Rossi2020
732100.8000001358	22.263761678532603	0.24	R	AB	PAO/VLT(8.2m)/FORS1	y	Rossi2020
905824.8000003118	23.141761678532603	0.277	R	AB	PAO/VLT(8.2m)/FORS1	y	Rossi2020
131478.00000035204	17.742800485233545	0.018	r	AB	LCO/Swope(1m)/CISCO	y	Rossi2020
300822.0000002766	19.572800485233547	0.089	r	AB	LCO/Swope(1m)/CISCO	y	Rossi2020
386421.6000003973	20.336800485233546	0.125	r	AB	LCO/Swope(1m)/CISCO	y	Rossi2020
125223.60000004526	17.797800485233545	0.02	r	AB	CTIO/VictorMBlanco(4m)/DECam	y	Rossi2020
211623.6000000453	18.787800485233547	0.03	r	AB	CTIO/VictorMBlanco(4m)/DECam	y	Rossi2020
298628.3999998541	19.047800485233545	0.04	r	AB	CTIO/VictorMBlanco(4m)/DECam	y	Rossi2020
385028.39999985415	20.007800485233545	0.05	r	AB	CTIO/VictorMBlanco(4m)/DECam	y	Rossi2020
471082.8000004124	20.547800485233545	0.24	r	AB	CTIO/VictorMBlanco(4m)/DECam	y	Rossi2020
644258.3999998542	20.987800485233546	0.11	r	AB	CTIO/VictorMBlanco(4m)/DECam	y	Rossi2020
731695.2000000654	21.707800485233545	0.18	r	AB	CTIO/VictorMBlanco(4m)/DECam	y	Rossi2020
861295.2000000654	22.635545837121487	0.07	F625W	AB	Hubble/HST/WFC3	y	Rossi2020
40810.80000013579	17.082103544288394	0.02	r	AB	LCO/Magellan2Clay(6.5m)/LDSS-3	y	Rossi2020
125534.64000036009	17.662103544288396	0.03	r	AB	LCO/Magellan2Clay(6.5m)/LDSS-3	y	Rossi2020
214422.9600003641	18.682103544288395	0.02	r	AB	LCO/Magellan2Clay(6.5m)/LDSS-3	y	Rossi2020
469743.6000002967	19.592103544288396	0.0	r	AB	LCO/Magellan2Clay(6.5m)/LDSS-3	y	Rossi2020
103078.80000023636	17.469097987051008	0.05	R	AB	SAAO/SALT(10m)/SALTICAM	y	Rossi2020
126406.79999995977	17.75909798705101	0.05	R	AB	CTIO/LCOGT(1m)/Sinistro	y	Rossi2020
158374.80000018608	18.10438245174956	0.05	R	AB	SSO/iTelescope(T17)/CCD	y	Rossi2020
189568.8000002364	18.40909798705101	0.05	R	AB	SAAO/SALT(10m)/SALTICAM	y	Rossi2020
212032.8000004124	18.629097987051008	0.05	R	AB	CTIO/LCOGT(1m)/Sinistro	y	Rossi2020
244984.80000018608	18.864382451749563	0.05	R	AB	SSO/iTelescope(T17)/CCD	y	Rossi2020
275224.80000006035	19.11909798705101	0.05	R	AB	SAAO/SALT(10m)/SALTICAM	y	Rossi2020
297688.8000002364	19.35909798705101	0.06	R	AB	CTIO/LCOGT(1m)/Sinistro	y	Rossi2020
331324.8000001861	19.404382451749562	0.09	R	AB	SSO/iTelescope(T17)/CCD	y	Rossi2020
361564.8000000604	19.75909798705101	0.06	R	AB	SAAO/SALT(10m)/SALTICAM	y	Rossi2020
384028.8000002364	19.93909798705101	0.08	R	AB	CTIO/LCOGT(1m)/Sinistro	y	Rossi2020
417784.8000001861	20.09438245174956	0.05	R	AB	SSO/iTelescope(T17)/CCD	y	Rossi2020
448828.8000002364	20.45909798705101	0.07	R	AB	SAAO/SALT(10m)/SALTICAM	y	Rossi2020
504184.8000001861	20.71438245174956	0.07	R	AB	SSO/iTelescope(T17)/CCD	y	Rossi2020
303390.3999998793	19.417800485233546	0.01	r	AB	CP/Gemini-South(8.1m)/GMOS	y	Rossi2020
648093.6000002967	21.497800485233544	0.04	r	AB	CP/Gemini-South(8.1m)/GMOS	y	Rossi2020
696091.6000003219	22.216377143459795	0.17	F606W	AB	Hubble/HST/WFC3	y	Rossi2020
975141.5999999698	23.496377143459796	0.37	F606W	AB	Hubble/HST/WFC3	y	Rossi2020
988336.799999834	23.386377143459796	0.36	F606W	AB	Hubble/HST/WFC3	y	Rossi2020
