time_sec	mag	mag_err	band	system	telescope	extcorr	source
4.773091310242316	19.98303797040084	0.5	Rc	AB	CAMIMP/AZT-24(108cm)/SWIRCAM	y	astro-ph9712322
4.874232418162416	20.62769037563133	0.1	V	AB	ORM/WHT(4.2m)/ACAM	y	astro-ph9712322
4.874232418162416	20.2013708118957	0.1	Ic	AB	ORM/WHT(4.2m)/ACAM	y	astro-ph9712322
5.410203417089454	21.64110208513081	0.5	B	AB	APO/ARC(3.5m)/DIS	y	astro-ph9712322
5.839603729470837	21.131230442458154	0.15	B	AB	LSO/NTT(3.58m)/EFOSC	y	IAUC6580
5.879829028674934	22.427690375631332	0.0	V	AB	ORM/INT(2.54m)/WFC	y	IAUC6584
5.879829028674934	20.152301944088904	0.0	I	AB	ORM/WHT(4.2m)/ACAM	y	IAUC6584
6.34941760613722	23.752301944088906	0.07	I	AB	Hubble/HST/WFPC2	y	astro-ph9807295
6.34941760613722	25.37769037563133	0.07	V	AB	Hubble/HST/WFPC2	y	astro-ph9807295
6.351487090449711	25.099651561133324	0.3	F606W	AB	Hubble/HST/WFPC2	y	IAUC6606
6.351487090449711	23.83649575992772	0.3	F814W	AB	Hubble/HST/WFPC2	y	IAUC6606
6.355748738662308	25.427690375631332	0.1	V	AB	Hubble/HST/STIS	y	astro-ph9712322
6.355748738662308	25.30769037563133	0.22	V	AB	Hubble/HST/STIS	y	astro-ph9907264
6.3572348404676475	23.801370811895698	0.1	Ic	AB	Hubble/HST/STIS	y	astro-ph9712322
6.3572348404676475	23.3613708118957	0.11	Ic	AB	Hubble/HST/STIS	y	astro-ph9907264
6.422609535299747	23.3310748030352	0.2	J	AB	KO/Keck-2(10m)/LRIS	y	IAUC6619
6.500366853406891	24.369822706467836	0.3	R	AB	KO/Keck-2(10m)/LRIS	y	IAUC6631
6.514882442130313	25.677690375631332	0.1	V	AB	Hubble/HST/WFPC2	y	astro-ph9807295
6.514882442130313	24.302301944088903	0.1	I	AB	Hubble/HST/WFPC2	y	astro-ph9807295
6.516297339095703	21.928105253792733	0.2	K	AB	KO/Keck-2(10m)/LRIS	y	IAUC6619
6.517397685794342	25.72769037563133	0.1	V	AB	Hubble/HST/STIS	y	astro-ph9712322
6.517397685794342	25.68769037563133	0.26	V	AB	Hubble/HST/STIS	y	astro-ph9907264
6.518308720157082	23.7013708118957	0.15	Ic	AB	Hubble/HST/STIS	y	astro-ph9907264
6.518308720157082	24.2013708118957	0.1	Ic	AB	Hubble/HST/STIS	y	astro-ph9712322
7.210385973391596	27.32769037563133	0.25	V	AB	Hubble/HST/STIS	y	astro-ph9807295
7.212011719493532	27.404098960823713	0.25	F606W	AB	Hubble/HST/STIS	y	IAUC6747
7.212024087063857	26.141370811895698	0.4	Ic	AB	Hubble/HST/STIS	y	astro-ph9907264
7.212024087063857	27.17303797040084	0.4	Rc	AB	Hubble/HST/STIS	y	astro-ph9907264
7.212024087063857	28.12769037563133	0.4	V	AB	Hubble/HST/STIS	y	astro-ph9907264
7.212024087063857	27.32769037563133	0.25	V	AB	Hubble/HST/STIS	y	astro-ph9712322
7.493872224749469	25.788625878629713	0.0	H	AB	Hubble/HST/WFPC2	y	astro-ph9807295
