filter_id	lambda_eff	zp_v	mag_fromVega_toST	mag_fromVega_toAB
"SAAO.MASTER-SAAO(2X0,4m).VWF-2.None.H"	16311.9	1029.64	notfound	1.337
"SAAO.MASTER-SAAO(2X0,4m).VWF-2.None.K"	21785.2	648.74	4.802	1.815
"SAAO.MASTER-SAAO(2X0,4m).VWF-2.None.Kp"	21176	679.886	4.802	1.815
"SAAO.MASTER-SAAO(2X0,4m).VWF-2.None.Ks"	21436.5	670.881	4.802	1.815
"SAAO.MASTER-SAAO(2X0,4m).VWF-2.None.Y"	9965.42	2213.12	notfound	0.634
"SAAO.MASTER-SAAO(2X0,4m).VWF-2.None.Z"	9081.06	2329.21	1.526	0.489
"SAAO.MASTER-SAAO(2X0,4m).VWF-2.None.w"	3919.93	2391.57	notfound	0.8
"SAAO.MASTER-SAAO(2X0,4m).VWF-2.None.white"	3919.93	2391.57	notfound	0.8
"SAAO.1,8m.PRIME.Johnson.U"	3630.98	1780.3	notfound	0.800527
"SAAO.1,8m.PRIME.Johnson.B"	4357.24	3897.71	notfound	-0.107512
"SAAO.1,8m.PRIME.Johnson.V"	5339.32	3562	notfound	0.006521
"SAAO.1,8m.PRIME.Johnson.R"	7606.15	2935.65	notfound	0.190278
"SAAO.1,8m.PRIME.Johnson.I"	8232.9	2347.46	notfound	0.431372
"SAAO.1,8m.PRIME.Cousins.Rc"	6406.41	3002.3	notfound	0.117
"SAAO.1,8m.PRIME.Cousins.Ic"	7590.5	2387.34	notfound	0.342
"SAAO.1,8m.PRIME.SDSS.up"	3542.86	1636.26	notfound	0.9
"SAAO.1,8m.PRIME.SDSS.u"	3579.22	1627.99	notfound	0.9
"SAAO.1,8m.PRIME.SDSS.gp"	4747.03	3812.91	notfound	-0.125
"SAAO.1,8m.PRIME.SDSS.g"	3794.76	1572.35	notfound	-0.125
"SAAO.1,8m.PRIME.SDSS.rp"	6208.2	3149.8	notfound	0.119
"SAAO.1,8m.PRIME.SDSS.r"	6290.02	3093.32	notfound	0.119
"SAAO.1,8m.PRIME.SDSS.ip"	7629.65	2579.1	notfound	0.332
"SAAO.1,8m.PRIME.SDSS.i"	7635.1	2646.91	notfound	0.332
"SAAO.1,8m.PRIME.SDSS.zp"	9345.61	2129.91	notfound	0.494
"SAAO.1,8m.PRIME.SDSS.z"	7956.03	2612.4	notfound	0.494
"SAAO.1,8m.PRIME.None.J"	12355.3	1584.51	notfound	0.866
"SAAO.1,8m.PRIME.None.H"	16311.9	1029.64	notfound	1.337
"SAAO.1,8m.PRIME.None.K"	21785.2	648.74	4.802	1.815
"SAAO.1,8m.PRIME.None.Kp"	21176	679.886	4.802	1.815
"SAAO.1,8m.PRIME.None.Ks"	21436.5	670.881	4.802	1.815
"SAAO.1,8m.PRIME.None.Y"	9965.42	2213.12	notfound	0.634
"SAAO.1,8m.PRIME.None.Z"	9081.06	2329.21	1.526	0.489
"SAAO.1,8m.PRIME.None.w"	3919.93	2391.57	notfound	0.8
"SAAO.1,8m.PRIME.None.white"	3919.93	2391.57	notfound	0.8
"GHO.2,1m.LFOSC.Johnson.U"	3630.98	1780.3	notfound	0.800527
"GHO.2,1m.LFOSC.Johnson.B"	4357.24	3897.71	notfound	-0.107512
"GHO.2,1m.LFOSC.Johnson.V"	5339.32	3562	notfound	0.006521
"GHO.2,1m.LFOSC.Johnson.R"	7606.15	2935.65	notfound	0.190278
"GHO.2,1m.LFOSC.Johnson.I"	8232.9	2347.46	notfound	0.431372
"GHO.2,1m.LFOSC.Cousins.Rc"	6406.41	3002.3	notfound	0.117
"GHO.2,1m.LFOSC.Cousins.Ic"	7590.5	2387.34	notfound	0.342
"GHO.2,1m.LFOSC.SDSS.up"	3542.86	1636.26	notfound	0.9
"GHO.2,1m.LFOSC.SDSS.u"	3579.22	1627.99	notfound	0.9
"GHO.2,1m.LFOSC.SDSS.gp"	4747.03	3812.91	notfound	-0.125
"GHO.2,1m.LFOSC.SDSS.g"	3794.76	1572.35	notfound	-0.125
"GHO.2,1m.LFOSC.SDSS.rp"	6208.2	3149.8	notfound	0.119
"GHO.2,1m.LFOSC.SDSS.r"	6290.02	3093.32	notfound	0.119
"GHO.2,1m.LFOSC.SDSS.ip"	7629.65	2579.1	notfound	0.332
"GHO.2,1m.LFOSC.SDSS.i"	7635.1	2646.91	notfound	0.332
"GHO.2,1m.LFOSC.SDSS.zp"	9345.61	2129.91	notfound	0.494
"GHO.2,1m.LFOSC.SDSS.z"	7956.03	2612.4	notfound	0.494
"GHO.2,1m.LFOSC.None.J"	12355.3	1584.51	notfound	0.866
"GHO.2,1m.LFOSC.None.H"	16311.9	1029.64	notfound	1.337
"GHO.2,1m.LFOSC.None.K"	21785.2	648.74	4.802	1.815
"GHO.2,1m.LFOSC.None.Kp"	21176	679.886	4.802	1.815
"GHO.2,1m.LFOSC.None.Ks"	21436.5	670.881	4.802	1.815
"GHO.2,1m.LFOSC.None.Y"	9965.42	2213.12	notfound	0.634
"GHO.2,1m.LFOSC.None.Z"	9081.06	2329.21	1.526	0.489
"GHO.2,1m.LFOSC.None.w"	3919.93	2391.57	notfound	0.8
"GHO.2,1m.LFOSC.None.white"	3919.93	2391.57	notfound	0.8
"MtAbu.1,2m.NICMOS.Johnson.U"	3630.98	1780.3	notfound	0.800527
"MtAbu.1,2m.NICMOS.Johnson.B"	4357.24	3897.71	notfound	-0.107512
"MtAbu.1,2m.NICMOS.Johnson.V"	5339.32	3562	notfound	0.006521
"MtAbu.1,2m.NICMOS.Johnson.R"	7606.15	2935.65	notfound	0.190278
"MtAbu.1,2m.NICMOS.Johnson.I"	8232.9	2347.46	notfound	0.431372
"MtAbu.1,2m.NICMOS.Cousins.Rc"	6406.41	3002.3	notfound	0.117
"MtAbu.1,2m.NICMOS.Cousins.Ic"	7590.5	2387.34	notfound	0.342
"MtAbu.1,2m.NICMOS.SDSS.up"	3542.86	1636.26	notfound	0.9
"MtAbu.1,2m.NICMOS.SDSS.u"	3579.22	1627.99	notfound	0.9
"MtAbu.1,2m.NICMOS.SDSS.gp"	4747.03	3812.91	notfound	-0.125
"MtAbu.1,2m.NICMOS.SDSS.g"	3794.76	1572.35	notfound	-0.125
"MtAbu.1,2m.NICMOS.SDSS.rp"	6208.2	3149.8	notfound	0.119
"MtAbu.1,2m.NICMOS.SDSS.r"	6290.02	3093.32	notfound	0.119
"MtAbu.1,2m.NICMOS.SDSS.ip"	7629.65	2579.1	notfound	0.332
"MtAbu.1,2m.NICMOS.SDSS.i"	7635.1	2646.91	notfound	0.332
"MtAbu.1,2m.NICMOS.SDSS.zp"	9345.61	2129.91	notfound	0.494
"MtAbu.1,2m.NICMOS.SDSS.z"	7956.03	2612.4	notfound	0.494
"MtAbu.1,2m.NICMOS.None.J"	12355.3	1584.51	notfound	0.866
"MtAbu.1,2m.NICMOS.None.H"	16311.9	1029.64	notfound	1.337
"MtAbu.1,2m.NICMOS.None.K"	21785.2	648.74	4.802	1.815
"MtAbu.1,2m.NICMOS.None.Kp"	21176	679.886	4.802	1.815
"MtAbu.1,2m.NICMOS.None.Ks"	21436.5	670.881	4.802	1.815
"MtAbu.1,2m.NICMOS.None.Y"	9965.42	2213.12	notfound	0.634
"MtAbu.1,2m.NICMOS.None.Z"	9081.06	2329.21	1.526	0.489
"MtAbu.1,2m.NICMOS.None.w"	3919.93	2391.57	notfound	0.8
"MtAbu.1,2m.NICMOS.None.white"	3919.93	2391.57	notfound	0.8
"USNO.Strand(1,55m).IRCAM.Johnson.U"	3630.98	1780.3	notfound	0.800527
"USNO.Strand(1,55m).IRCAM.Johnson.B"	4357.24	3897.71	notfound	-0.107512
"USNO.Strand(1,55m).IRCAM.Johnson.V"	5339.32	3562	notfound	0.006521
"USNO.Strand(1,55m).IRCAM.Johnson.R"	7606.15	2935.65	notfound	0.190278
"USNO.Strand(1,55m).IRCAM.Johnson.I"	8232.9	2347.46	notfound	0.431372
"USNO.Strand(1,55m).IRCAM.Cousins.Rc"	6406.41	3002.3	notfound	0.117
"USNO.Strand(1,55m).IRCAM.Cousins.Ic"	7590.5	2387.34	notfound	0.342
"USNO.Strand(1,55m).IRCAM.SDSS.up"	3542.86	1636.26	notfound	0.9
"USNO.Strand(1,55m).IRCAM.SDSS.u"	3579.22	1627.99	notfound	0.9
"USNO.Strand(1,55m).IRCAM.SDSS.gp"	4747.03	3812.91	notfound	-0.125
"USNO.Strand(1,55m).IRCAM.SDSS.g"	3794.76	1572.35	notfound	-0.125
"USNO.Strand(1,55m).IRCAM.SDSS.rp"	6208.2	3149.8	notfound	0.119
"USNO.Strand(1,55m).IRCAM.SDSS.r"	6290.02	3093.32	notfound	0.119
"USNO.Strand(1,55m).IRCAM.SDSS.ip"	7629.65	2579.1	notfound	0.332
"USNO.Strand(1,55m).IRCAM.SDSS.i"	7635.1	2646.91	notfound	0.332
"USNO.Strand(1,55m).IRCAM.SDSS.zp"	9345.61	2129.91	notfound	0.494
"USNO.Strand(1,55m).IRCAM.SDSS.z"	7956.03	2612.4	notfound	0.494
"USNO.Strand(1,55m).IRCAM.None.J"	12355.3	1584.51	notfound	0.866
"USNO.Strand(1,55m).IRCAM.None.H"	16311.9	1029.64	notfound	1.337
"USNO.Strand(1,55m).IRCAM.None.K"	21785.2	648.74	4.802	1.815
"USNO.Strand(1,55m).IRCAM.None.Kp"	21176	679.886	4.802	1.815
"USNO.Strand(1,55m).IRCAM.None.Ks"	21436.5	670.881	4.802	1.815
"USNO.Strand(1,55m).IRCAM.None.Y"	9965.42	2213.12	notfound	0.634
"USNO.Strand(1,55m).IRCAM.None.Z"	9081.06	2329.21	1.526	0.489
"USNO.Strand(1,55m).IRCAM.None.w"	3919.93	2391.57	notfound	0.8
"USNO.Strand(1,55m).IRCAM.None.white"	3919.93	2391.57	notfound	0.8
NHAO.NAYUTA(2m).NIC.Johnson.U	3630.98	1780.3	notfound	0.800527
NHAO.NAYUTA(2m).NIC.Johnson.B	4357.24	3897.71	notfound	-0.107512
NHAO.NAYUTA(2m).NIC.Johnson.V	5339.32	3562	notfound	0.006521
NHAO.NAYUTA(2m).NIC.Johnson.R	7606.15	2935.65	notfound	0.190278
NHAO.NAYUTA(2m).NIC.Johnson.I	8232.9	2347.46	notfound	0.431372
NHAO.NAYUTA(2m).NIC.Cousins.Rc	6406.41	3002.3	notfound	0.117
NHAO.NAYUTA(2m).NIC.Cousins.Ic	7590.5	2387.34	notfound	0.342
NHAO.NAYUTA(2m).NIC.SDSS.up	3542.86	1636.26	notfound	0.9
NHAO.NAYUTA(2m).NIC.SDSS.u	3579.22	1627.99	notfound	0.9
NHAO.NAYUTA(2m).NIC.SDSS.gp	4747.03	3812.91	notfound	-0.125
NHAO.NAYUTA(2m).NIC.SDSS.g	3794.76	1572.35	notfound	-0.125
NHAO.NAYUTA(2m).NIC.SDSS.rp	6208.2	3149.8	notfound	0.119
NHAO.NAYUTA(2m).NIC.SDSS.r	6290.02	3093.32	notfound	0.119
NHAO.NAYUTA(2m).NIC.SDSS.ip	7629.65	2579.1	notfound	0.332
NHAO.NAYUTA(2m).NIC.SDSS.i	7635.1	2646.91	notfound	0.332
NHAO.NAYUTA(2m).NIC.SDSS.zp	9345.61	2129.91	notfound	0.494
NHAO.NAYUTA(2m).NIC.SDSS.z	7956.03	2612.4	notfound	0.494
NHAO.NAYUTA(2m).NIC.None.J	12355.3	1584.51	notfound	0.866
NHAO.NAYUTA(2m).NIC.None.H	16311.9	1029.64	notfound	1.337
NHAO.NAYUTA(2m).NIC.None.K	21785.2	648.74	4.802	1.815
NHAO.NAYUTA(2m).NIC.None.Kp	21176	679.886	4.802	1.815
NHAO.NAYUTA(2m).NIC.None.Ks	21436.5	670.881	4.802	1.815
NHAO.NAYUTA(2m).NIC.None.Y	9965.42	2213.12	notfound	0.634
NHAO.NAYUTA(2m).NIC.None.Z	9081.06	2329.21	1.526	0.489
NHAO.NAYUTA(2m).NIC.None.w	3919.93	2391.57	notfound	0.8
NHAO.NAYUTA(2m).NIC.None.white	3919.93	2391.57	notfound	0.8
"Lowell.DCT(4,3m).LMI.Johnson.U"	3630.98	1780.3	notfound	0.800527
"Lowell.DCT(4,3m).LMI.Johnson.B"	4357.24	3897.71	notfound	-0.107512
"Lowell.DCT(4,3m).LMI.Johnson.V"	5339.32	3562	notfound	0.006521
"Lowell.DCT(4,3m).LMI.Johnson.R"	7606.15	2935.65	notfound	0.190278
"Lowell.DCT(4,3m).LMI.Johnson.I"	8232.9	2347.46	notfound	0.431372
"Lowell.DCT(4,3m).LMI.Cousins.Rc"	6406.41	3002.3	notfound	0.117
"Lowell.DCT(4,3m).LMI.Cousins.Ic"	7590.5	2387.34	notfound	0.342
"Lowell.DCT(4,3m).LMI.SDSS.up"	3542.86	1636.26	notfound	0.9
"Lowell.DCT(4,3m).LMI.SDSS.u"	3579.22	1627.99	notfound	0.9
"Lowell.DCT(4,3m).LMI.SDSS.gp"	4747.03	3812.91	notfound	-0.125
"Lowell.DCT(4,3m).LMI.SDSS.g"	3794.76	1572.35	notfound	-0.125
"Lowell.DCT(4,3m).LMI.SDSS.rp"	6208.2	3149.8	notfound	0.119
"Lowell.DCT(4,3m).LMI.SDSS.r"	6290.02	3093.32	notfound	0.119
"Lowell.DCT(4,3m).LMI.SDSS.ip"	7629.65	2579.1	notfound	0.332
"Lowell.DCT(4,3m).LMI.SDSS.i"	7635.1	2646.91	notfound	0.332
"Lowell.DCT(4,3m).LMI.SDSS.zp"	9345.61	2129.91	notfound	0.494
"Lowell.DCT(4,3m).LMI.SDSS.z"	7956.03	2612.4	notfound	0.494
"Lowell.DCT(4,3m).LMI.None.J"	12355.3	1584.51	notfound	0.866
"Lowell.DCT(4,3m).LMI.None.H"	16311.9	1029.64	notfound	1.337
"Lowell.DCT(4,3m).LMI.None.K"	21785.2	648.74	4.802	1.815
"Lowell.DCT(4,3m).LMI.None.Kp"	21176	679.886	4.802	1.815
"Lowell.DCT(4,3m).LMI.None.Ks"	21436.5	670.881	4.802	1.815
"Lowell.DCT(4,3m).LMI.None.Y"	9965.42	2213.12	notfound	0.634
"Lowell.DCT(4,3m).LMI.None.Z"	9081.06	2329.21	1.526	0.489
"Lowell.DCT(4,3m).LMI.None.w"	3919.93	2391.57	notfound	0.8
"Lowell.DCT(4,3m).LMI.None.white"	3919.93	2391.57	notfound	0.8
"Tenerife.OGS(1,0m).CCD.Johnson.U"	3630.98	1780.3	notfound	0.800527
"Tenerife.OGS(1,0m).CCD.Johnson.B"	4357.24	3897.71	notfound	-0.107512
"Tenerife.OGS(1,0m).CCD.Johnson.V"	5339.32	3562	notfound	0.006521
"Tenerife.OGS(1,0m).CCD.Johnson.R"	7606.15	2935.65	notfound	0.190278
"Tenerife.OGS(1,0m).CCD.Johnson.I"	8232.9	2347.46	notfound	0.431372
"Tenerife.OGS(1,0m).CCD.Cousins.Rc"	6406.41	3002.3	notfound	0.117
"Tenerife.OGS(1,0m).CCD.Cousins.Ic"	7590.5	2387.34	notfound	0.342
"Tenerife.OGS(1,0m).CCD.SDSS.up"	3542.86	1636.26	notfound	0.9
"Tenerife.OGS(1,0m).CCD.SDSS.u"	3579.22	1627.99	notfound	0.9
"Tenerife.OGS(1,0m).CCD.SDSS.gp"	4747.03	3812.91	notfound	-0.125
"Tenerife.OGS(1,0m).CCD.SDSS.g"	3794.76	1572.35	notfound	-0.125
"Tenerife.OGS(1,0m).CCD.SDSS.rp"	6208.2	3149.8	notfound	0.119
"Tenerife.OGS(1,0m).CCD.SDSS.r"	6290.02	3093.32	notfound	0.119
"Tenerife.OGS(1,0m).CCD.SDSS.ip"	7629.65	2579.1	notfound	0.332
"Tenerife.OGS(1,0m).CCD.SDSS.i"	7635.1	2646.91	notfound	0.332
"Tenerife.OGS(1,0m).CCD.SDSS.zp"	9345.61	2129.91	notfound	0.494
"Tenerife.OGS(1,0m).CCD.SDSS.z"	7956.03	2612.4	notfound	0.494
"Tenerife.OGS(1,0m).CCD.None.J"	12355.3	1584.51	notfound	0.866
"Tenerife.OGS(1,0m).CCD.None.H"	16311.9	1029.64	notfound	1.337
"Tenerife.OGS(1,0m).CCD.None.K"	21785.2	648.74	4.802	1.815
"Tenerife.OGS(1,0m).CCD.None.Kp"	21176	679.886	4.802	1.815
"Tenerife.OGS(1,0m).CCD.None.Ks"	21436.5	670.881	4.802	1.815
"Tenerife.OGS(1,0m).CCD.None.Y"	9965.42	2213.12	notfound	0.634
"Tenerife.OGS(1,0m).CCD.None.Z"	9081.06	2329.21	1.526	0.489
"Tenerife.OGS(1,0m).CCD.None.w"	3919.93	2391.57	notfound	0.8
"Tenerife.OGS(1,0m).CCD.None.white"	3919.93	2391.57	notfound	0.8
"Tenerife.CarlosSanchez(1,5m).CAIN-2.Johnson.U"	3630.98	1780.3	notfound	0.800527
"Tenerife.CarlosSanchez(1,5m).CAIN-2.Johnson.B"	4357.24	3897.71	notfound	-0.107512
"Tenerife.CarlosSanchez(1,5m).CAIN-2.Johnson.V"	5339.32	3562	notfound	0.006521
"Tenerife.CarlosSanchez(1,5m).CAIN-2.Johnson.R"	7606.15	2935.65	notfound	0.190278
"Tenerife.CarlosSanchez(1,5m).CAIN-2.Johnson.I"	8232.9	2347.46	notfound	0.431372
"Tenerife.CarlosSanchez(1,5m).CAIN-2.Cousins.Rc"	6406.41	3002.3	notfound	0.117
"Tenerife.CarlosSanchez(1,5m).CAIN-2.Cousins.Ic"	7590.5	2387.34	notfound	0.342
"Tenerife.CarlosSanchez(1,5m).CAIN-2.SDSS.up"	3542.86	1636.26	notfound	0.9
"Tenerife.CarlosSanchez(1,5m).CAIN-2.SDSS.u"	3579.22	1627.99	notfound	0.9
"Tenerife.CarlosSanchez(1,5m).CAIN-2.SDSS.gp"	4747.03	3812.91	notfound	-0.125
"Tenerife.CarlosSanchez(1,5m).CAIN-2.SDSS.g"	3794.76	1572.35	notfound	-0.125
"Tenerife.CarlosSanchez(1,5m).CAIN-2.SDSS.rp"	6208.2	3149.8	notfound	0.119
"Tenerife.CarlosSanchez(1,5m).CAIN-2.SDSS.r"	6290.02	3093.32	notfound	0.119
"Tenerife.CarlosSanchez(1,5m).CAIN-2.SDSS.ip"	7629.65	2579.1	notfound	0.332
"Tenerife.CarlosSanchez(1,5m).CAIN-2.SDSS.i"	7635.1	2646.91	notfound	0.332
"Tenerife.CarlosSanchez(1,5m).CAIN-2.SDSS.zp"	9345.61	2129.91	notfound	0.494
"Tenerife.CarlosSanchez(1,5m).CAIN-2.SDSS.z"	7956.03	2612.4	notfound	0.494
"Tenerife.CarlosSanchez(1,5m).CAIN-2.None.J"	12355.3	1584.51	notfound	0.866
"Tenerife.CarlosSanchez(1,5m).CAIN-2.None.H"	16311.9	1029.64	notfound	1.337
"Tenerife.CarlosSanchez(1,5m).CAIN-2.None.K"	21785.2	648.74	4.802	1.815
"Tenerife.CarlosSanchez(1,5m).CAIN-2.None.Kp"	21176	679.886	4.802	1.815
"Tenerife.CarlosSanchez(1,5m).CAIN-2.None.Ks"	21436.5	670.881	4.802	1.815
"Tenerife.CarlosSanchez(1,5m).CAIN-2.None.Y"	9965.42	2213.12	notfound	0.634
"Tenerife.CarlosSanchez(1,5m).CAIN-2.None.Z"	9081.06	2329.21	1.526	0.489
"Tenerife.CarlosSanchez(1,5m).CAIN-2.None.w"	3919.93	2391.57	notfound	0.8
"Tenerife.CarlosSanchez(1,5m).CAIN-2.None.white"	3919.93	2391.57	notfound	0.8
"Cordell-Lorentz.0,30m.SBIG-ST1001E.Johnson.U"	3630.98	1780.3	notfound	0.800527
"Cordell-Lorentz.0,30m.SBIG-ST1001E.Johnson.B"	4357.24	3897.71	notfound	-0.107512
"Cordell-Lorentz.0,30m.SBIG-ST1001E.Johnson.V"	5339.32	3562	notfound	0.006521
"Cordell-Lorentz.0,30m.SBIG-ST1001E.Johnson.R"	7606.15	2935.65	notfound	0.190278
"Cordell-Lorentz.0,30m.SBIG-ST1001E.Johnson.I"	8232.9	2347.46	notfound	0.431372
"Cordell-Lorentz.0,30m.SBIG-ST1001E.Cousins.Rc"	6406.41	3002.3	notfound	0.117
"Cordell-Lorentz.0,30m.SBIG-ST1001E.Cousins.Ic"	7590.5	2387.34	notfound	0.342
"Cordell-Lorentz.0,30m.SBIG-ST1001E.SDSS.up"	3542.86	1636.26	notfound	0.9
"Cordell-Lorentz.0,30m.SBIG-ST1001E.SDSS.u"	3579.22	1627.99	notfound	0.9
"Cordell-Lorentz.0,30m.SBIG-ST1001E.SDSS.gp"	4747.03	3812.91	notfound	-0.125
"Cordell-Lorentz.0,30m.SBIG-ST1001E.SDSS.g"	3794.76	1572.35	notfound	-0.125
"Cordell-Lorentz.0,30m.SBIG-ST1001E.SDSS.rp"	6208.2	3149.8	notfound	0.119
"Cordell-Lorentz.0,30m.SBIG-ST1001E.SDSS.r"	6290.02	3093.32	notfound	0.119
"Cordell-Lorentz.0,30m.SBIG-ST1001E.SDSS.ip"	7629.65	2579.1	notfound	0.332
"Cordell-Lorentz.0,30m.SBIG-ST1001E.SDSS.i"	7635.1	2646.91	notfound	0.332
"Cordell-Lorentz.0,30m.SBIG-ST1001E.SDSS.zp"	9345.61	2129.91	notfound	0.494
"Cordell-Lorentz.0,30m.SBIG-ST1001E.SDSS.z"	7956.03	2612.4	notfound	0.494
"Cordell-Lorentz.0,30m.SBIG-ST1001E.None.J"	12355.3	1584.51	notfound	0.866
"Cordell-Lorentz.0,30m.SBIG-ST1001E.None.H"	16311.9	1029.64	notfound	1.337
"Cordell-Lorentz.0,30m.SBIG-ST1001E.None.K"	21785.2	648.74	4.802	1.815
"Cordell-Lorentz.0,30m.SBIG-ST1001E.None.Kp"	21176	679.886	4.802	1.815
"Cordell-Lorentz.0,30m.SBIG-ST1001E.None.Ks"	21436.5	670.881	4.802	1.815
"Cordell-Lorentz.0,30m.SBIG-ST1001E.None.Y"	9965.42	2213.12	notfound	0.634
"Cordell-Lorentz.0,30m.SBIG-ST1001E.None.Z"	9081.06	2329.21	1.526	0.489
"Cordell-Lorentz.0,30m.SBIG-ST1001E.None.w"	3919.93	2391.57	notfound	0.8
"Cordell-Lorentz.0,30m.SBIG-ST1001E.None.white"	3919.93	2391.57	notfound	0.8
XMM-NEWTON.OM.EPIC.Johnson.U	3630.98	1780.3	notfound	0.800527
XMM-NEWTON.OM.EPIC.Johnson.B	4357.24	3897.71	notfound	-0.107512
XMM-NEWTON.OM.EPIC.Johnson.V	5339.32	3562	notfound	0.006521
XMM-NEWTON.OM.EPIC.Johnson.R	7606.15	2935.65	notfound	0.190278
XMM-NEWTON.OM.EPIC.Johnson.I	8232.9	2347.46	notfound	0.431372
XMM-NEWTON.OM.EPIC.Cousins.Rc	6406.41	3002.3	notfound	0.117
XMM-NEWTON.OM.EPIC.Cousins.Ic	7590.5	2387.34	notfound	0.342
XMM-NEWTON.OM.EPIC.SDSS.up	3542.86	1636.26	notfound	0.9
XMM-NEWTON.OM.EPIC.SDSS.u	3579.22	1627.99	notfound	0.9
XMM-NEWTON.OM.EPIC.SDSS.gp	4747.03	3812.91	notfound	-0.125
XMM-NEWTON.OM.EPIC.SDSS.g	3794.76	1572.35	notfound	-0.125
XMM-NEWTON.OM.EPIC.SDSS.rp	6208.2	3149.8	notfound	0.119
XMM-NEWTON.OM.EPIC.SDSS.r	6290.02	3093.32	notfound	0.119
XMM-NEWTON.OM.EPIC.SDSS.ip	7629.65	2579.1	notfound	0.332
XMM-NEWTON.OM.EPIC.SDSS.i	7635.1	2646.91	notfound	0.332
XMM-NEWTON.OM.EPIC.SDSS.zp	9345.61	2129.91	notfound	0.494
XMM-NEWTON.OM.EPIC.SDSS.z	7956.03	2612.4	notfound	0.494
XMM-NEWTON.OM.EPIC.None.J	12355.3	1584.51	notfound	0.866
XMM-NEWTON.OM.EPIC.None.H	16311.9	1029.64	notfound	1.337
XMM-NEWTON.OM.EPIC.None.K	21785.2	648.74	4.802	1.815
XMM-NEWTON.OM.EPIC.None.Kp	21176	679.886	4.802	1.815
XMM-NEWTON.OM.EPIC.None.Ks	21436.5	670.881	4.802	1.815
XMM-NEWTON.OM.EPIC.None.Y	9965.42	2213.12	notfound	0.634
XMM-NEWTON.OM.EPIC.None.Z	9081.06	2329.21	1.526	0.489
XMM-NEWTON.OM.EPIC.None.w	3919.93	2391.57	notfound	0.8
XMM-NEWTON.OM.EPIC.None.white	3919.93	2391.57	notfound	0.8
ESAT.BOOTES.VWFC.Johnson.U	3630.98	1780.3	notfound	0.800527
ESAT.BOOTES.VWFC.Johnson.B	4357.24	3897.71	notfound	-0.107512
ESAT.BOOTES.VWFC.Johnson.V	5339.32	3562	notfound	0.006521
ESAT.BOOTES.VWFC.Johnson.R	7606.15	2935.65	notfound	0.190278
ESAT.BOOTES.VWFC.Johnson.I	8232.9	2347.46	notfound	0.431372
ESAT.BOOTES.VWFC.Cousins.Rc	6406.41	3002.3	notfound	0.117
ESAT.BOOTES.VWFC.Cousins.Ic	7590.5	2387.34	notfound	0.342
ESAT.BOOTES.VWFC.SDSS.up	3542.86	1636.26	notfound	0.9
ESAT.BOOTES.VWFC.SDSS.u	3579.22	1627.99	notfound	0.9
ESAT.BOOTES.VWFC.SDSS.gp	4747.03	3812.91	notfound	-0.125
ESAT.BOOTES.VWFC.SDSS.g	3794.76	1572.35	notfound	-0.125
ESAT.BOOTES.VWFC.SDSS.rp	6208.2	3149.8	notfound	0.119
ESAT.BOOTES.VWFC.SDSS.r	6290.02	3093.32	notfound	0.119
ESAT.BOOTES.VWFC.SDSS.ip	7629.65	2579.1	notfound	0.332
ESAT.BOOTES.VWFC.SDSS.i	7635.1	2646.91	notfound	0.332
ESAT.BOOTES.VWFC.SDSS.zp	9345.61	2129.91	notfound	0.494
ESAT.BOOTES.VWFC.SDSS.z	7956.03	2612.4	notfound	0.494
ESAT.BOOTES.VWFC.None.J	12355.3	1584.51	notfound	0.866
ESAT.BOOTES.VWFC.None.H	16311.9	1029.64	notfound	1.337
ESAT.BOOTES.VWFC.None.K	21785.2	648.74	4.802	1.815
ESAT.BOOTES.VWFC.None.Kp	21176	679.886	4.802	1.815
ESAT.BOOTES.VWFC.None.Ks	21436.5	670.881	4.802	1.815
ESAT.BOOTES.VWFC.None.Y	9965.42	2213.12	notfound	0.634
ESAT.BOOTES.VWFC.None.Z	9081.06	2329.21	1.526	0.489
ESAT.BOOTES.VWFC.None.w	3919.93	2391.57	notfound	0.8
ESAT.BOOTES.VWFC.None.white	3919.93	2391.57	notfound	0.8
"WIRO.2,3m.DoublePrime.Johnson.U"	3630.98	1780.3	notfound	0.800527
"WIRO.2,3m.DoublePrime.Johnson.B"	4357.24	3897.71	notfound	-0.107512
"WIRO.2,3m.DoublePrime.Johnson.V"	5339.32	3562	notfound	0.006521
"WIRO.2,3m.DoublePrime.Johnson.R"	7606.15	2935.65	notfound	0.190278
"WIRO.2,3m.DoublePrime.Johnson.I"	8232.9	2347.46	notfound	0.431372
"WIRO.2,3m.DoublePrime.Cousins.Rc"	6406.41	3002.3	notfound	0.117
"WIRO.2,3m.DoublePrime.Cousins.Ic"	7590.5	2387.34	notfound	0.342
"WIRO.2,3m.DoublePrime.SDSS.up"	3542.86	1636.26	notfound	0.9
"WIRO.2,3m.DoublePrime.SDSS.u"	3579.22	1627.99	notfound	0.9
"WIRO.2,3m.DoublePrime.SDSS.gp"	4747.03	3812.91	notfound	-0.125
"WIRO.2,3m.DoublePrime.SDSS.g"	3794.76	1572.35	notfound	-0.125
"WIRO.2,3m.DoublePrime.SDSS.rp"	6208.2	3149.8	notfound	0.119
"WIRO.2,3m.DoublePrime.SDSS.r"	6290.02	3093.32	notfound	0.119
"WIRO.2,3m.DoublePrime.SDSS.ip"	7629.65	2579.1	notfound	0.332
