Time(s)	Mag	MagErr	Filter	System	Observatory/Telescope/Instrument	GalExtCorr	Source	Flag
142.0	17.3	0.0	white	AB	NGSO/Swift/UVOT	n	7059	no
26.8	15.5	0.0	CR	USNO	HESS/ROTSE-IIIc(0.45m)/CCD	n	7060	no
78.8	16.6	0.0	CR	USNO	HESS/ROTSE-IIIc(0.45m)/CCD	n	7060	no
296.0	17.3	0.0	CR	USNO	HESS/ROTSE-IIIc(0.45m)/CCD	n	7060	no
119.4	17.3	0.2	Unfiltered	USNO	HESS/ROTSE-IIIc(0.45m)/CCD	n	7061	no
355.2	17.1	0.1	Unfiltered	USNO	HESS/ROTSE-IIIc(0.45m)/CCD	n	7061	no
889.5	18.9	0.3	Unfiltered	USNO	HESS/ROTSE-IIIc(0.45m)/CCD	n	7061	no
661.4	17.76	0.14	V	GSC	HigashiHiroshima/KANATA(1.5m)/TRISPEC	n	7062	no
650.68	16.39	0.22	J	2MASS	HigashiHiroshima/KANATA(1.5m)/TRISPEC	n	7062	no
1504.9	18.66	0.2	V	GSC	HigashiHiroshima/KANATA(1.5m)/TRISPEC	n	7062	no
983.42	17.16	0.17	J	2MASS	HigashiHiroshima/KANATA(1.5m)/TRISPEC	n	7062	no
38.8	17.62	0.06	R	USNO	Xinglong/TNT(0.8m)/VersArray1300B	n	7063	no
7590.0	20.1	0.3	R	USNO	Calern/TAROT(25cm)/ANDOR-IKON-L936-BEX2-DD	n	7065	no
1002.0	18.8	0.0	B	USNO	TuNO/RTT150/TFOSC	n	7066	no
1271.0	18.7	0.0	R	USNO	TuNO/RTT150/TFOSC	n	7066	no
6447.0	20.3	0.3	R	USNO	Lulin/1m/TRIPOL	n	7067	no
219.44	17.25	0.13	R	USNO	CVO/Cichoki(0.6m)/Deltagraph	n	7078	no
365.45	17.49	0.15	R	USNO	CVO/Cichoki(0.6m)/Deltagraph	n	7078	no
509.74	17.84	0.18	R	USNO	CVO/Cichoki(0.6m)/Deltagraph	n	7078	no
654.89	17.82	0.21	R	USNO	CVO/Cichoki(0.6m)/Deltagraph	n	7078	no
800.04	18.53	0.29	R	USNO	CVO/Cichoki(0.6m)/Deltagraph	n	7078	no
945.28	18.81	0.63	R	USNO	CVO/Cichoki(0.6m)/Deltagraph	n	7078	no
1045.35	18.51	0.31	R	USNO	CVO/Cichoki(0.6m)/Deltagraph	n	7078	no
1189.64	18.68	0.49	R	USNO	CVO/Cichoki(0.6m)/Deltagraph	n	7078	no
1380.65	18.88	0.62	R	USNO	CVO/Cichoki(0.6m)/Deltagraph	n	7078	no
