Time(s)	Mag	MagErr	Filter	System	Observatory/Telescope/Instrument	GalExtCorr	Source	Flag
258681.6	23.2	0.05	g	AB	ORM/NOT(2.56m)/ALFOSC	n	arXiv1505.03522	no
1470000.0	22.26	0.09	i	AB	ORM/GTC(10.4m)/OSIRIS	n	arXiv1505.03522	no
1590000.0	24.49	0.03	g	AB	KO/Keck-1/LRIS	n	arXiv1505.03522	colevol/Z
1470000.0	22.32	0.06	i	AB	ORM/Liverpool(2m)/RATCAM	n	arXiv1505.03522	no
1730000.0	24.48	0.09	g	AB	ORM/NOT(2.56m)/ALFOSC	n	arXiv1505.03522	no
1560000.0	22.3	0.06	i	AB	ORM/Liverpool(2m)/RATCAM	n	arXiv1505.03522	no
1970000.0	24.62	0.25	g	AB	PO/60inches/SEDM	n	arXiv1505.03522	no
1640000.0	22.24	0.05	i	AB	ORM/GTC(10.4m)/OSIRIS	n	arXiv1505.03522	no
4060000.0	25.02	0.19	g	AB	ORM/NOT(2.56m)/ALFOSC	n	arXiv1505.03522	no
1640000.0	22.36	0.06	i	AB	ORM/Liverpool(2m)/RATCAM	n	arXiv1505.03522	no
4790000.0	25.43	0.09	g	AB	KO/Keck-1/LRIS	n	arXiv1505.03522	no
1730000.0	22.41	0.04	i	AB	ORM/NOT(2.56m)/ALFOSC	n	arXiv1505.03522	no
6740000.0	25.27	0.09	g	AB	ORM/GTC(10.4m)/OSIRIS	n	arXiv1505.03522	no
1760000.0	22.33	0.12	i	AB	PO/60inches/SEDM	n	arXiv1505.03522	no
7380000.0	25.49	0.12	g	AB	KO/Keck-1/LRIS	n	arXiv1505.03522	no
1840000.0	22.58	0.24	i	AB	PO/60inches/SEDM	n	arXiv1505.03522	no
109036.8	21.49	0.08	r	AB	PO/60inches/SEDM	n	arXiv1505.03522	no
1920000.0	22.42	0.12	i	AB	PO/60inches/SEDM	n	arXiv1505.03522	no
194400.0	22.2	0.1	r	AB	PO/60inches/SEDM	n	arXiv1505.03522	no
2010000.0	22.29	0.18	i	AB	PO/60inches/SEDM	n	arXiv1505.03522	no
260064.0	22.6	0.04	r	AB	ORM/NOT(2.56m)/ALFOSC	n	arXiv1505.03522	no
2090000.0	22.43	0.1	i	AB	PO/60inches/SEDM	n	arXiv1505.03522	no
1590000.0	22.71	0.03	r	AB	KO/Keck-1/LRIS	n	arXiv1505.03522	no
2180000.0	22.32	0.16	i	AB	PO/60inches/SEDM	n	arXiv1505.03522	no
1670000.0	22.64	0.09	r	AB	PO/60inches/SEDM	n	arXiv1505.03522	no
2250000.0	22.55	0.08	i	AB	ORM/NOT(2.56m)/ALFOSC	n	arXiv1505.03522	no
1730000.0	22.82	0.05	r	AB	ORM/NOT(2.56m)/ALFOSC	n	arXiv1505.03522	no
2330000.0	22.44	0.11	i	AB	ORM/GTC(10.4m)/OSIRIS	n	arXiv1505.03522	no
1920000.0	22.74	0.19	r	AB	PO/60inches/SEDM	n	arXiv1505.03522	no
2510000.0	22.57	0.06	i	AB	ORM/Liverpool(2m)/RATCAM	n	arXiv1505.03522	no
2010000.0	23.12	0.19	r	AB	PO/60inches/SEDM	n	arXiv1505.03522	no
