Time(s)	Mag	MagErr	Filter	System	Observatory/Telescope/Instrument	GalExtCorr	Source	Flag
21.8	16.91	0.0	CR	USNO	HESS/ROTSE-IIIc(0.45m)/CCD	n	Rykoff2009	no
29.9	17.45	0.4	CR	USNO	HESS/ROTSE-IIIc(0.45m)/CCD	n	Rykoff2009	no
37.9	17.09	0.26	CR	USNO	HESS/ROTSE-IIIc(0.45m)/CCD	n	Rykoff2009	no
45.9	16.84	0.0	CR	USNO	HESS/ROTSE-IIIc(0.45m)/CCD	n	Rykoff2009	no
53.9	16.78	0.27	CR	USNO	HESS/ROTSE-IIIc(0.45m)/CCD	n	Rykoff2009	no
62.0	16.95	0.0	CR	USNO	HESS/ROTSE-IIIc(0.45m)/CCD	n	Rykoff2009	no
70.0	17.03	0.34	CR	USNO	HESS/ROTSE-IIIc(0.45m)/CCD	n	Rykoff2009	no
78.0	17.13	0.32	CR	USNO	HESS/ROTSE-IIIc(0.45m)/CCD	n	Rykoff2009	no
86.0	17.41	0.39	CR	USNO	HESS/ROTSE-IIIc(0.45m)/CCD	n	Rykoff2009	no
94.0	17.4	0.39	CR	USNO	HESS/ROTSE-IIIc(0.45m)/CCD	n	Rykoff2009	no
120.1	17.92	0.45	CR	USNO	HESS/ROTSE-IIIc(0.45m)/CCD	n	Rykoff2009	no
157.3	17.32	0.21	CR	USNO	HESS/ROTSE-IIIc(0.45m)/CCD	n	Rykoff2009	no
187.5	17.14	0.24	CR	USNO	HESS/ROTSE-IIIc(0.45m)/CCD	n	Rykoff2009	no
217.1	17.75	0.33	CR	USNO	HESS/ROTSE-IIIc(0.45m)/CCD	n	Rykoff2009	no
247.0	17.13	0.17	CR	USNO	HESS/ROTSE-IIIc(0.45m)/CCD	n	Rykoff2009	no
276.8	17.45	0.21	CR	USNO	HESS/ROTSE-IIIc(0.45m)/CCD	n	Rykoff2009	no
306.3	16.67	0.11	CR	USNO	HESS/ROTSE-IIIc(0.45m)/CCD	n	Rykoff2009	no
335.4	16.92	0.14	CR	USNO	HESS/ROTSE-IIIc(0.45m)/CCD	n	Rykoff2009	no
364.8	16.72	0.14	CR	USNO	HESS/ROTSE-IIIc(0.45m)/CCD	n	Rykoff2009	no
394.3	16.65	0.15	CR	USNO	HESS/ROTSE-IIIc(0.45m)/CCD	n	Rykoff2009	no
443.9	16.68	0.11	CR	USNO	HESS/ROTSE-IIIc(0.45m)/CCD	n	Rykoff2009	no
