	time_sec	mag	mag_err	band	rescaled_to	band_og	system	telescope	source
344	6.094369356244993	22.739682599751543	0.4468165	white	white	white	AB	NGSO/Swift/UVOT	Roming2017
345	6.11305891362408	22.51745059975154	0.33542094	white	white	white	AB	NGSO/Swift/UVOT	Roming2017
346	6.1160194045597605	22.98103759975154	0.5411202	white	white	white	AB	NGSO/Swift/UVOT	Roming2017
347	6.120481921767194	23.65023659975154	0.49379528	white	white	white	AB	NGSO/Swift/UVOT	Roming2017
348	6.148385414684967	23.734902599751543	0.44652602	white	white	white	AB	NGSO/Swift/UVOT	Roming2017
349	6.172456682437812	23.37110959975154	0.51835996	white	white	white	AB	NGSO/Swift/UVOT	Roming2017
350	6.174407278803116	21.90779959975154	0.52448374	white	white	white	AB	NGSO/Swift/UVOT	Roming2017
351	6.191016292879432	23.33712459975154	0.415803	white	white	white	AB	NGSO/Swift/UVOT	Roming2017
352	6.207588189172285	23.67018559975154	0.4269359	white	white	white	AB	NGSO/Swift/UVOT	Roming2017
353	6.224319164580547	22.995298599751543	0.5400717	white	white	white	AB	NGSO/Swift/UVOT	Roming2017
354	6.225807368298332	22.69862959975154	0.41619414	white	white	white	AB	NGSO/Swift/UVOT	Roming2017
355	6.2524824184844885	23.67575259975154	0.39563778	white	white	white	AB	NGSO/Swift/UVOT	Roming2017
356	6.296349224818782	23.6257782573944	0.12	i	white	i'	AB	CP/Gemini-South(8.1m)/GMOS	arXiv1004.2900
357	6.296349224818782	24.47178807071423	0.11	g	white	g'	AB	CP/Gemini-South(8.1m)/GMOS	arXiv1004.2900
358	6.296349224818782	23.90942307926465	0.11	r	white	r'	AB	CP/Gemini-South(8.1m)/GMOS	arXiv1004.2900
