time_sec	mag	mag_err	band	system	telescope	extcorr	source	flag
63898.5	17.24209120581284	0.0	UVM2	AB	NGSO/Swift/UVOT	y	8262	no
67096.0	18.220189885420503	0.0	UVW1	AB	NGSO/Swift/UVOT	y	8262	no
95105.0	17.13209120581284	0.0	UVM2	AB	NGSO/Swift/UVOT	y	8262	no
96012.0	18.260189885420502	0.0	UVW1	AB	NGSO/Swift/UVOT	y	8262	no
96800.5	18.350648134908823	0.0	U	AB	NGSO/Swift/UVOT	y	8262	no
97515.0	20.729264814279823	0.5	J	AB	SAAO/IRSF(1.4m)/SIRIUS	y	arXiv0902.0761	no
97515.0	20.2217442581293	0.4	H	AB	SAAO/IRSF(1.4m)/SIRIUS	y	arXiv0902.0761	no
97515.0	20.180182611097695	0.5	Ks	AB	SAAO/IRSF(1.4m)/SIRIUS	y	arXiv0902.0761	no
100796.5	17.322063005263953	0.0	UVW2	AB	NGSO/Swift/UVOT	y	8262	no
101555.0	18.70625829249412	0.0	V	AB	NGSO/Swift/UVOT	y	8262	no
115620.0	21.262597576657235	0.17	zp	AB	LSO/MPG-ESO(2.2m)/GROND	y	8257	no
117315.0	21.114186099212766	0.08	H	AB	LSO/MPG-ESO(2.2m)/GROND	y	arXiv0902.0761	no
117315.0	22.270650166273118	0.0	gp	AB	LSO/MPG-ESO(2.2m)/GROND	y	arXiv0902.0761	no
117315.0	21.42093554534912	0.05	ip	AB	LSO/MPG-ESO(2.2m)/GROND	y	arXiv0902.0761	no
117315.0	21.28259757665724	0.05	zp	AB	LSO/MPG-ESO(2.2m)/GROND	y	arXiv0902.0761	no
117315.0	21.223343165020495	0.06	J	AB	LSO/MPG-ESO(2.2m)/GROND	y	arXiv0902.0761	no
117315.0	20.98173016229302	0.15	Ks	AB	LSO/MPG-ESO(2.2m)/GROND	y	arXiv0902.0761	no
286740.0	22.222597576657236	0.0	zp	AB	LSO/MPG-ESO(2.2m)/GROND	y	8272	no
290415.0	22.270650166273118	0.0	gp	AB	LSO/MPG-ESO(2.2m)/GROND	y	arXiv0902.0761	no
290415.0	22.921418931419403	0.0	rp	AB	LSO/MPG-ESO(2.2m)/GROND	y	arXiv0902.0761	no
290415.0	22.84093554534912	0.13	ip	AB	LSO/MPG-ESO(2.2m)/GROND	y	arXiv0902.0761	no
290415.0	23.322597576657238	0.0	zp	AB	LSO/MPG-ESO(2.2m)/GROND	y	arXiv0902.0761	no
290415.0	21.623343165020493	0.0	J	AB	LSO/MPG-ESO(2.2m)/GROND	y	arXiv0902.0761	no
290415.0	21.024186099212766	0.0	H	AB	LSO/MPG-ESO(2.2m)/GROND	y	arXiv0902.0761	no
290415.0	20.381730162293017	0.0	Ks	AB	LSO/MPG-ESO(2.2m)/GROND	y	arXiv0902.0761	no
377955.0	23.3214189314194	0.0	rp	AB	LSO/MPG-ESO(2.2m)/GROND	y	arXiv0902.0761	no
377955.0	21.324186099212767	0.0	H	AB	LSO/MPG-ESO(2.2m)/GROND	y	arXiv0902.0761	no
377955.0	22.223343165020495	0.0	J	AB	LSO/MPG-ESO(2.2m)/GROND	y	arXiv0902.0761	no
377955.0	23.322597576657238	0.0	zp	AB	LSO/MPG-ESO(2.2m)/GROND	y	arXiv0902.0761	no
377955.0	23.15093554534912	0.16	ip	AB	LSO/MPG-ESO(2.2m)/GROND	y	arXiv0902.0761	no
377955.0	22.570650166273115	0.0	gp	AB	LSO/MPG-ESO(2.2m)/GROND	y	arXiv0902.0761	no
377955.0	20.48173016229302	0.0	Ks	AB	LSO/MPG-ESO(2.2m)/GROND	y	arXiv0902.0761	no
721125.0	23.621418931419402	0.0	rp	AB	LSO/MPG-ESO(2.2m)/GROND	y	arXiv0902.0761	no
721125.0	23.67093554534912	0.0	ip	AB	LSO/MPG-ESO(2.2m)/GROND	y	arXiv0902.0761	no
721125.0	23.422597576657235	0.0	zp	AB	LSO/MPG-ESO(2.2m)/GROND	y	arXiv0902.0761	no
721125.0	21.923343165020494	0.0	J	AB	LSO/MPG-ESO(2.2m)/GROND	y	arXiv0902.0761	no
721125.0	21.324186099212767	0.0	H	AB	LSO/MPG-ESO(2.2m)/GROND	y	arXiv0902.0761	no
721125.0	20.681730162293018	0.0	Ks	AB	LSO/MPG-ESO(2.2m)/GROND	y	arXiv0902.0761	no
721125.0	23.670650166273116	0.0	gp	AB	LSO/MPG-ESO(2.2m)/GROND	y	arXiv0902.0761	no
3744135.0	24.47499409067482	0.0	ip	AB	CP/Gemini-South(8.1m)/GMOS	y	arXiv0902.0761	no
