time_sec	mag	mag_err	band	system	telescope	extcorr	source	flag
139.0	16.857572506366743	0.0	R	AB	AKO/MASTER-Progenitor/Apogee-ALTA-U16M	y	10463	no
207.608380019665	22.62757568115869	0.0	white	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
415.584429979324	22.17919439739677	0.0	U	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
556.515549004078	19.786924578064756	0.0	B	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
580.826448976994	21.35757568115869	0.0	white	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
606.191358983517	20.499931106989383	0.0	UVW2	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
630.563508987427	18.89945234557324	0.0	V	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
655.012018978596	19.99263665726043	0.0	UVM2	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
679.735988974571	20.426719693830137	0.0	UVW1	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
704.081028997898	20.38919439739677	0.0	U	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
728.800239026546	19.716924578064756	0.0	B	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
753.049879014492	21.237575681158688	0.0	white	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
778.299378991127	20.379931106989382	0.0	UVW2	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
794.0	19.557572506366746	0.0	R	AB	CVO/Cichoki(0.6m)/Deltagraph	y	10464	no
802.57722902298	18.80945234557324	0.0	V	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
826.82215899229	19.93263665726043	0.0	UVM2	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
851.486218988895	20.326719693830135	0.0	UVW1	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
942.284979999065	22.227575681158687	0.0	white	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1033.70595902205	20.41993110698938	0.0	UVW2	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1058.01091897488	18.57945234557324	0.0	V	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1107.3235989809	20.306719693830136	0.0	UVW1	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1131.67825901508	19.919194397396772	0.0	U	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1156.51299899817	19.25692457806476	0.0	B	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1180.83474898338	20.76757568115869	0.0	white	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1206.29353898764	20.389931106989383	0.0	UVW2	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1230.60415899754	18.429452345573242	0.0	V	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1254.88287901878	19.95263665726043	0.0	UVM2	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1279.67977899313	20.216719693830136	0.0	UVW1	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1303.95696902275	19.83919439739677	0.0	U	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1328.72007900476	19.146924578064755	0.0	B	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1353.01440900564	20.56757568115869	0.6	white	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1378.50123900175	20.339931106989383	0.0	UVW2	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1402.91719901562	18.359452345573242	0.0	V	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1427.23363900185	19.93263665726043	0.0	UVM2	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1452.0185790062	20.266719693830137	0.0	UVW1	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1476.34074902534	19.739194397396773	0.0	U	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1501.04868900776	19.026924578064758	0.0	B	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1526.54577898979	20.577575681158688	0.0	white	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1551.92146897316	20.36993110698938	0.0	UVW2	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1576.70140898228	18.25945234557324	0.0	V	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1600.94143897295	19.88263665726043	0.0	UVM2	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1625.63290899992	20.196719693830136	0.0	UVW1	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1649.97668898106	19.669194397396772	0.0	U	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1676.58275902271	18.956924578064758	0.0	B	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1700.84940898418	20.507575681158688	0.0	white	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1726.31354898214	20.30993110698938	0.0	UVW2	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1750.69065898657	18.23945234557324	0.59	V	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1774.92505902052	19.92263665726043	0.0	UVM2	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1799.67741900682	20.096719693830135	0.0	UVW1	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1824.13153898716	19.65919439739677	0.0	U	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1849.04926902056	18.976924578064757	0.0	B	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1873.32133901119	20.55757568115869	0.0	white	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1898.86914902925	20.34993110698938	0.0	UVW2	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1923.13550901413	18.299452345573243	0.0	V	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1947.62335902452	19.912636657260432	0.0	UVM2	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1972.57356899977	20.146719693830136	0.0	UVW1	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
1997.33692902327	19.61919439739677	0.0	U	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
2022.07269901037	18.966924578064756	0.0	B	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
2040.17234897614	19.87757568115869	0.0	white	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
2092.5	18.457572506366745	0.0	R	AB	AKO/MASTER-Progenitor/Apogee-ALTA-U16M	y	10463	no
2370.0	21.497572506366744	0.22	R	AB	Lulin/1m/TRIPOL	y	10480	no
2958.0	19.9828331951951	0.12	I	AB	Lulin/1m/TRIPOL	y	10480	no
3292.8	20.202833195195097	0.15	I	AB	Lulin/1m/TRIPOL	y	10480	no
3627.6	20.042833195195097	0.13	I	AB	Lulin/1m/TRIPOL	y	10480	no
3966.0	20.1328331951951	0.17	I	AB	Lulin/1m/TRIPOL	y	10480	no
4300.8	20.3028331951951	0.19	I	AB	Lulin/1m/TRIPOL	y	10480	no
4398.0	20.257572506366746	0.429	R	AB	DAO/16inches/FAST	y	10459	no
5485.2	20.272833195195098	0.17	I	AB	Lulin/1m/TRIPOL	y	10480	no
5554.55325001478	22.61993110698938	0.0	UVW2	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
5759.25255000591	20.48945234557324	0.0	V	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
5963.88567000628	22.17263665726043	0.0	UVM2	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
6169.16418999434	22.346719693830135	0.0	UVW1	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
6374.11725002527	22.03919439739677	0.0	U	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
6579.22477000952	21.09692457806476	0.0	B	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
6784.00129002333	22.347575681158688	0.0	white	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
6989.69906997681	22.34993110698938	0.0	UVW2	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
7194.49765998125	19.849452345573244	0.0	V	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
7399.34039002657	22.04263665726043	0.0	UVM2	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
7604.59131997824	21.846719693830135	0.0	UVW1	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
7765.63887000084	20.649194397396773	0.0	U	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
11381.3535100222	21.556924578064756	0.0	B	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
11684.9243599772	21.566924578064757	0.0	B	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
11988.3572999835	21.566924578064757	0.0	B	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
12293.3238000274	22.867575681158687	0.0	white	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
12596.7291600108	22.527575681158687	0.0	white	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
12900.1896700263	22.327575681158688	0.0	white	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
13327.748480022	22.86993110698938	0.0	UVW2	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
17185.9228699803	20.729452345573243	0.0	V	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
17489.4882100224	20.729452345573243	0.0	V	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
17792.959800005	20.73945234557324	0.0	V	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
18397.8287199736	23.17263665726043	0.0	UVM2	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
19116.0774700046	22.466719693830136	0.0	UVW1	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
21420.0	21.957572506366745	0.0	R	AB	Ondrejov/65cm/G2-3200	y	10469	no
23023.5746600032	22.329194397396773	0.0	U	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
23327.0848699808	22.31919439739677	0.0	U	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
23630.4902499914	22.309194397396773	0.0	U	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
23935.7270900011	21.306924578064756	0.0	B	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
24239.1545299888	21.016924578064756	0.0	B	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
24543.5804399848	20.746924578064757	0.0	B	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
24848.6021299958	22.007575681158688	0.0	white	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
25078.8536999822	21.707575681158687	0.0	white	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
29343.6743599772	23.346719693830135	0.0	UVW1	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
29949.9610999823	21.74919439739677	0.0	U	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
30253.4216399789	21.51919439739677	0.0	U	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
30556.9208099842	21.40919439739677	0.0	U	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
30822.8970000148	20.306924578064756	0.0	B	AB	NGSO/Swift/UVOT	y	BurstAnalyser	no
