time_sec	mag	mag_err	band	system	telescope	extcorr	source	flag
37.886	10.110956142942245	0.2	Clear	AB	SAAO/MASTER-SAAO(2X0.4m)/VWF-2	y	arXiv2009.14081	no
67.885	9.810956142942242	0.4	Clear	AB	SAAO/MASTER-SAAO(2X0.4m)/VWF-2	y	arXiv2009.14081	no
87.885	10.410956142942242	0.1	Clear	AB	SAAO/MASTER-SAAO(2X0.4m)/VWF-2	y	arXiv2009.14081	no
117.885	10.110956142942245	0.2	Clear	AB	SAAO/MASTER-SAAO(2X0.4m)/VWF-2	y	arXiv2009.14081	no
142.0	10.354856251024902	0.0	R	AB	OAFA/MASTER-OAFA/Apogee-ALTA-U16M	y	26555	no
147.887	10.01095614294224	0.2	Clear	AB	SAAO/MASTER-SAAO(2X0.4m)/VWF-2	y	arXiv2009.14081	no
192.886	11.310956142942242	0.2	Clear	AB	SAAO/MASTER-SAAO(2X0.4m)/VWF-2	y	arXiv2009.14081	no
242.886	11.51095614294224	0.2	Clear	AB	SAAO/MASTER-SAAO(2X0.4m)/VWF-2	y	arXiv2009.14081	no
429.0	11.92093587926034	0.02	U	AB	NGSO/Swift/UVOT	y	26574	no
569.5	13.221590531981573	0.04	B	AB	NGSO/Swift/UVOT	y	26574	no
620.0	12.481357816274322	0.06	UVW2	AB	NGSO/Swift/UVOT	y	26574	no
645.0	13.178657649367407	0.05	V	AB	NGSO/Swift/UVOT	y	26574	no
669.0	12.080613458683349	0.06	UVM2	AB	NGSO/Swift/UVOT	y	26574	no
694.0	12.329840459312605	0.05	UVW1	AB	NGSO/Swift/UVOT	y	26574	no
1700.0	13.76609779177388	0.0	CR	AB	SAAO/MASTER-SAAO(2X0.4m)/VWF-2	y	26537	no
1790.0	15.639955044557109	0.0	P\	AB	SAAO/MASTER-SAAO(2X0.4m)/VWF-2	y	26536	no
1798.113	14.51095614294224	0.03	Clear	AB	SAAO/MASTER-SAAO(2X0.4m)/VWF-2	y	arXiv2009.14081	no
1991.0	16.339955044557108	0.0	P\	AB	SAAO/MASTER-SAAO(2X0.4m)/VWF-2	y	26536	no
1999.464	14.630956142942242	0.05	Clear	AB	SAAO/MASTER-SAAO(2X0.4m)/VWF-2	y	arXiv2009.14081	no
2192.0	16.23995504455711	0.0	P\	AB	SAAO/MASTER-SAAO(2X0.4m)/VWF-2	y	26536	no
2200.491	14.770956142942245	0.04	Clear	AB	SAAO/MASTER-SAAO(2X0.4m)/VWF-2	y	arXiv2009.14081	no
2394.0	16.63995504455711	0.0	P\	AB	SAAO/MASTER-SAAO(2X0.4m)/VWF-2	y	26536	no
2401.752	14.85095614294224	0.03	Clear	AB	SAAO/MASTER-SAAO(2X0.4m)/VWF-2	y	arXiv2009.14081	no
