time_sec	mag	mag_err	band	system	telescope	extcorr	source	flag
26.8	15.140179751171834	0.0	CR	AB	HESS/ROTSE-IIIc(0.45m)/CCD	y	7060	no
38.8	17.396720107654634	0.06	R	AB	Xinglong/TNT(0.8m)/VersArray1300B	y	7063	no
78.8	16.240179751171837	0.0	CR	AB	HESS/ROTSE-IIIc(0.45m)/CCD	y	7060	no
90.9	16.740179751171837	0.2	CR	AB	HESS/ROTSE-IIIc(0.45m)/CCD	y	arXiv1202.1356	no
95.5	16.476720107654632	0.0	R	AB	Lulin/TAOS(0.5m)/CCD	y	7334	no
96.2	16.566720107654632	0.15	R	AB	Lulin/TAOS-B(0.5m)/CCD	y	arXiv1202.1356	no
99.33000183105467	17.298856451623543	0.0927813	white	AB	NGSO/Swift/UVOT	y	Roming2017	no
104.4	16.786720107654634	0.17	R	AB	Lulin/TAOS-B(0.5m)/CCD	y	arXiv1202.1356	no
104.4346	17.01273431030868	0.0800839	V	AB	NGSO/Swift/UVOT	y	Oates	no
109.33999633789062	17.426792451623545	0.098987214	white	AB	NGSO/Swift/UVOT	y	Roming2017	no
112.6	16.60672010765463	0.14	R	AB	Lulin/TAOS-B(0.5m)/CCD	y	arXiv1202.1356	no
119.36000061035156	17.455335451623544	0.10044887	white	AB	NGSO/Swift/UVOT	y	Roming2017	no
119.4	17.00918697945682	0.2	Unfiltered	AB	HESS/ROTSE-IIIc(0.45m)/CCD	y	7061	no
120.8	16.826720107654634	0.15	R	AB	Lulin/TAOS-B(0.5m)/CCD	y	arXiv1202.1356	no
124.4	16.770179751171835	0.12	CR	AB	Xinglong/TNT(0.8m)/VersArray1300B	y	arXiv1202.1356	no
124.4487	17.03623431030868	0.0809218	V	AB	NGSO/Swift/UVOT	y	Oates	no
129.0	16.776720107654633	0.16	R	AB	Lulin/TAOS-B(0.5m)/CCD	y	arXiv1202.1356	no
129.3699951171875	17.313639451623544	0.09337813	white	AB	NGSO/Swift/UVOT	y	Roming2017	no
132.0	17.00918697945682	0.3	Rc	AB	OAO/MITSuME(50cm)/Alta-U6	y	7087	no
132.0	17.155347888293687	0.5	g'	AB	OAO/MITSuME(50cm)/Alta-U6	y	7087	no
137.2	16.636720107654632	0.17	R	AB	Lulin/TAOS-B(0.5m)/CCD	y	arXiv1202.1356	no
139.3800048828125	17.373899451623544	0.096095234	white	AB	NGSO/Swift/UVOT	y	Roming2017	no
142.0	16.760979451623545	0.0	white	AB	NGSO/Swift/UVOT	y	7059	no
144.462	17.08093431030868	0.0826920499999999	V	AB	NGSO/Swift/UVOT	y	Oates	no
145.4	16.736720107654634	0.16	R	AB	Lulin/TAOS-B(0.5m)/CCD	y	arXiv1202.1356	no
147.0	17.040179751171834	0.3	CR	AB	HESS/ROTSE-IIIc(0.45m)/CCD	y	arXiv1202.1356	no
149.39999389648438	17.559701451623543	0.10621087	white	AB	NGSO/Swift/UVOT	y	Roming2017	no
157.7	16.946720107654635	0.12	R	AB	Lulin/TAOS-B(0.5m)/CCD	y	arXiv1202.1356	no
159.41000366210938	17.481459451623543	0.101641454	white	AB	NGSO/Swift/UVOT	y	Roming2017	no
160.7	16.460179751171836	0.1	CR	AB	Xinglong/TNT(0.8m)/VersArray1300B	y	arXiv1202.1356	no
169.4199981689453	17.635803451623545	0.11073144	white	AB	NGSO/Swift/UVOT	y	Roming2017	no
169.4793	17.30273431030868	0.0765208	V	AB	NGSO/Swift/UVOT	y	Oates	no
174.1	16.946720107654635	0.18	R	AB	Lulin/TAOS-B(0.5m)/CCD	y	arXiv1202.1356	no
179.42999267578125	17.639337451623543	0.110646255	white	AB	NGSO/Swift/UVOT	y	Roming2017	no
184.0	16.940179751171836	0.12	CR	AB	Xinglong/TNT(0.8m)/VersArray1300B	y	arXiv1202.1356	no
186.0	16.81918697945682	0.11	Rc	AB	OAO/MITSuME(50cm)/Alta-U6	y	arXiv1202.1356	no
187.0	16.655347888293687	0.1	g'	AB	OAO/MITSuME(50cm)/Alta-U6	y	7091	no
187.0	16.17575421088629	0.1	Ic	AB	OAO/MITSuME(50cm)/Alta-U6	y	7091	no
187.0	16.34575421088629	0.12	Ic	AB	OAO/MITSuME(50cm)/Alta-U6	y	arXiv1202.1356	no
187.0	16.70918697945682	0.1	Rc	AB	OAO/MITSuME(50cm)/Alta-U6	y	7091	no
189.2899932861328	17.638539451623544	0.11232379	white	AB	NGSO/Swift/UVOT	y	Roming2017	no
190.5	16.736720107654634	0.14	R	AB	Lulin/TAOS-B(0.5m)/CCD	y	arXiv1202.1356	no
202.4689	17.28513431030868	0.1244715	V	AB	NGSO/Swift/UVOT	y	Oates	no
206.5	16.680179751171835	0.12	CR	AB	Xinglong/TNT(0.8m)/VersArray1300B	y	arXiv1202.1356	no
206.9	16.886720107654632	0.15	R	AB	Lulin/TAOS-B(0.5m)/CCD	y	arXiv1202.1356	no
219.44	17.026720107654633	0.13	R	AB	CVO/Cichoki(0.6m)/Deltagraph	y	7078	no
223.3	16.916720107654633	0.12	R	AB	Lulin/TAOS-B(0.5m)/CCD	y	arXiv1202.1356	no
228.9	17.010179751171837	0.15	CR	AB	Xinglong/TNT(0.8m)/VersArray1300B	y	arXiv1202.1356	no
231.7	16.936720107654633	0.12	R	AB	Lulin/TAOS-B(0.5m)/CCD	y	arXiv1202.1356	no
240.4609	16.87663431030868	0.182875	V	AB	NGSO/Swift/UVOT	y	Oates	no
252.3	16.950179751171834	0.15	CR	AB	Xinglong/TNT(0.8m)/VersArray1300B	y	arXiv1202.1356	no
256.1	16.886720107654632	0.14	R	AB	Lulin/TAOS-B(0.5m)/CCD	y	arXiv1202.1356	no
260.0	16.755347888293684	0.1	g'	AB	OAO/MITSuME(50cm)/Alta-U6	y	7091	no
260.0	16.90918697945682	0.1	Rc	AB	OAO/MITSuME(50cm)/Alta-U6	y	7091	no
260.0	16.27575421088629	0.1	Ic	AB	OAO/MITSuME(50cm)/Alta-U6	y	7091	no
272.5	17.196720107654635	0.18	R	AB	Lulin/TAOS-B(0.5m)/CCD	y	arXiv1202.1356	no
273.3	16.740179751171837	0.1	CR	AB	HESS/ROTSE-IIIc(0.45m)/CCD	y	arXiv1202.1356	no
274.8	16.900179751171837	0.15	CR	AB	Xinglong/TNT(0.8m)/VersArray1300B	y	arXiv1202.1356	no
280.5	17.16918697945682	0.11	Rc	AB	OAO/MITSuME(50cm)/Alta-U6	y	arXiv1202.1356	no
285.4913	17.23013431030868	0.207037	V	AB	NGSO/Swift/UVOT	y	Oates	no
288.9	16.916720107654633	0.16	R	AB	Lulin/TAOS-B(0.5m)/CCD	y	arXiv1202.1356	no
289.0	16.58575421088629	0.15	Ic	AB	OAO/MITSuME(50cm)/Alta-U6	y	arXiv1202.1356	no
296.0	16.940179751171836	0.0	CR	AB	HESS/ROTSE-IIIc(0.45m)/CCD	y	7060	no
297.2	17.070179751171835	0.15	CR	AB	Xinglong/TNT(0.8m)/VersArray1300B	y	arXiv1202.1356	no
309.5	17.296720107654632	0.22	R	AB	Lulin/TAOS-B(0.5m)/CCD	y	arXiv1202.1356	no
324.0	17.311797382770063	0.14	V	AB	HigashiHiroshima/KANATA(1.5m)/TRISPEC	y	7094	no
330.3	17.056720107654634	0.13	R	AB	Lulin/TAOS-B(0.5m)/CCD	y	arXiv1202.1356	no
331.0	16.50575421088629	0.14	Ic	AB	OAO/MITSuME(50cm)/Alta-U6	y	arXiv1202.1356	no
340.5293	17.76213431030868	0.2651045	V	AB	NGSO/Swift/UVOT	y	Oates	no
343.0	17.060179751171837	0.15	CR	AB	Xinglong/TNT(0.8m)/VersArray1300B	y	arXiv1202.1356	no
355.2	16.809186979456822	0.1	Unfiltered	AB	HESS/ROTSE-IIIc(0.45m)/CCD	y	7061	no
359.7	17.406720107654632	0.15	R	AB	Lulin/TAOS-B(0.5m)/CCD	y	arXiv1202.1356	no
365.45	17.26672010765463	0.15	R	AB	CVO/Cichoki(0.6m)/Deltagraph	y	7078	no
