time_sec	mag	mag_err	band	system	telescope	extcorr	source	flag
131255.0	20.32687589895174	0.06	R	AB	ARIES/Sampurnanand(104cm)/AIMPOL	y	astro-ph0004223	no
131281.4	20.32687589895174	0.042	R	AB	UPSO/1m/CCD	y	astro-ph0004186	no
133846.0	20.78616804247248	0.2	B	AB	VBO/VBT(2.3m)/CCD	y	astro-ph0004223	no
133846.0	19.92687589895174	0.03	R	AB	VBO/VBT(2.3m)/CCD	y	astro-ph0004223	no
149849.0	19.96926133696394	0.04	R	AB	ORM/NOT(2.56m)/ALFOSC	y	astro-ph0005609	no
149894.6	20.12870962840969	0.05	R	AB	CAHA/1.23m/DLR-MKIII-CCD	y	astro-ph0004186	no
152441.0	20.029261336963938	0.04	R	AB	ORM/NOT(2.56m)/ALFOSC	y	astro-ph0005609	no
153218.6	20.86616804247248	0.05	B	AB	CAHA/1.23m/DLR-MKIII-CCD	y	astro-ph0004186	no
153788.0	20.06687589895174	0.05	R	AB	Loiano/Cassini(152cm)/BFOSC	y	astro-ph0004186	no
154169.0	19.98926133696394	0.04	R	AB	ORM/NOT(2.56m)/ALFOSC	y	astro-ph0005609	no
155033.0	20.85278336569667	0.04	B	AB	ORM/NOT(2.56m)/ALFOSC	y	astro-ph0005609	no
155165.0	20.12870962840969	0.05	R	AB	CAHA/1.23m/DLR-MKIII-CCD	y	astro-ph0004186	no
155747.0	19.86444899671613	0.07	I	AB	CAHA/1.23m/DLR-MKIII-CCD	y	astro-ph0004186	no
155897.0	20.01926133696394	0.04	R	AB	ORM/NOT(2.56m)/ALFOSC	y	astro-ph0005609	no
156311.0	17.49206030838583	0.06	K'	AB	MKO/IRTF(3m)/NSFCam	y	astro-ph0004223	yes/Z
156674.6	20.412679992003152	0.05	V	AB	CAHA/1.23m/DLR-MKIII-CCD	y	astro-ph0004186	no
156761.0	20.82278336569667	0.04	B	AB	ORM/NOT(2.56m)/ALFOSC	y	astro-ph0005609	no
157797.8	20.89616804247248	0.12	B	AB	CAHA/1.23m/DLR-MKIII-CCD	y	astro-ph0004186	no
158489.0	20.282552118540217	0.08	U	AB	ORM/NOT(2.56m)/ALFOSC	y	astro-ph0005609	no
159353.0	20.03926133696394	0.04	R	AB	ORM/NOT(2.56m)/ALFOSC	y	astro-ph0005609	no
160217.0	19.518422584274937	0.07	I	AB	ORM/NOT(2.56m)/ALFOSC	y	astro-ph0005609	no
160781.0	19.508422584274932	0.06	I	AB	ORM/NOT(2.56m)/ALFOSC	y	astro-ph0005609	no
180503.0	20.90616804247248	0.04	B	AB	MKO/CFHT(3.58m)/MOS-OSIS	y	astro-ph0004223	yes/Z
181367.0	20.17687589895174	0.04	R	AB	MKO/CFHT(3.58m)/MOS-OSIS	y	astro-ph0004223	no
181367.0	20.146875898951738	0.05	R	AB	MDM/McGrawHill(1.3m)/TIFKAM	y	astro-ph0004223	no
181367.0	20.18687589895174	0.05	R	AB	FLWO/1.2m/KeplerCam	y	astro-ph0004223	no
184823.0	18.83999575118172	0.02	J	AB	MKO/Subaru(8.2m)/IRCS	y	astro-ph0004223	yes/Z
