time_sec	mag	mag_err	band	system	telescope	extcorr	source	flag
6.87	8.376888875900278	0.12	CR	AB	LANL/RAPTOR/CCD	y	Wozniak2009	no
7.75	9.845381500813126	0.09	V	AB	LCO/PioftheSkySouth/CCD	y	Racusin2008	no
9.51	8.15519730661428	0.57	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
10.85	6.935197306614279	0.18	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
12.15	6.61519730661428	0.14	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
13.35	5.975197306614279	0.08	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
15.05	5.63519730661428	0.05	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
16.34	5.46519730661428	0.05	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
17.64	5.42519730661428	0.05	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
18.94	5.28519730661428	0.04	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
20.24	5.37519730661428	0.04	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
21.54	5.42519730661428	0.05	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
22.6	5.835381500813125	0.03	V	AB	LCO/PioftheSkySouth/CCD	y	Racusin2008	no
22.84	5.475197306614279	0.05	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
24.6	5.323239010188059	0.0	clear	AB	McDonald/ROTSE-IIIb(0.45m)/CCD	y	Bloom2009_GCN7470	no
32.15	5.79519730661428	0.03	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
33.45	5.91519730661428	0.04	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
34.75	5.685197306614279	0.03	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
36.05	5.45519730661428	0.03	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
37.1	6.075381500813125	0.03	V	AB	LCO/PioftheSkySouth/CCD	y	Racusin2008	no
37.2	5.466888875900278	0.02	CR	AB	LANL/RAPTOR/CCD	y	Wozniak2009	no
37.35	5.49519730661428	0.02	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
38.65	5.565197306614279	0.03	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
39.95	5.74519730661428	0.03	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
41.25	5.66519730661428	0.03	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
42.55	5.57519730661428	0.03	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
43.85	5.32519730661428	0.02	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
45.15	5.45519730661428	0.02	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
46.45	5.565197306614279	0.03	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
47.74	5.59519730661428	0.03	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
49.04	5.67519730661428	0.03	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
50.34	5.87519730661428	0.04	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
51.64	5.94519730661428	0.04	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
52.94	6.15519730661428	0.05	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
54.24	6.15519730661428	0.04	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
55.54	6.315197306614279	0.05	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
56.0	4.194234621584075	0.02	H	AB	LSO/REM(0.6m)/REMIR	y	Racusin2008	no
56.84	6.395197306614279	0.06	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
58.14	6.61519730661428	0.07	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
59.44	6.735197306614279	0.08	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
60.5	6.716888875900278	0.04	CR	AB	LANL/RAPTOR/CCD	y	Wozniak2009	no
60.74	6.855197306614279	0.08	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
62.04	7.065197306614279	0.1	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
63.34	6.95519730661428	0.1	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
65.5	6.3794534958816325	0.02	R	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
68.985	7.29519730661428	0.11	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
71.0	5.094234621584074	0.03	H	AB	LSO/REM(0.6m)/REMIR	y	Racusin2008	no
74.185	7.595197306614279	0.14	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
79.395	7.995197306614279	0.2	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
83.8	7.906888875900278	0.09	CR	AB	LANL/RAPTOR/CCD	y	Wozniak2009	no
84.0	8.155381500813125	0.04	V	AB	LCO/PioftheSkySouth/CCD	y	Racusin2008	no
84.595	8.55519730661428	0.33	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
87.0	5.794234621584074	0.03	H	AB	LSO/REM(0.6m)/REMIR	y	Racusin2008	no
89.795	8.54519730661428	0.33	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
94.995	8.96519730661428	0.49	V	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
98.3	8.705381500813125	0.05	V	AB	LCO/PioftheSkySouth/CCD	y	Racusin2008	no
100.0	8.316888875900277	0.02	CR	AB	LANL/RAPTOR/CCD	y	Wozniak2009	no
102.0	8.675197306614281	0.02	V	AB	LANL/RAPTOR/CCD	y	Wozniak2009	no
102.0	7.972001107239766	0.02	I	AB	LANL/RAPTOR/CCD	y	Wozniak2009	no
104.5	8.319453495881632	0.02	R	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
112.0	8.46323901018806	0.0	clear	AB	McDonald/ROTSE-IIIb(0.45m)/CCD	y	Bloom2009_GCN7470	no
113.0	9.065381500813125	0.05	V	AB	LCO/PioftheSkySouth/CCD	y	Racusin2008	no
115.0	8.232001107239766	0.02	I	AB	LANL/RAPTOR/CCD	y	Wozniak2009	no
115.0	8.726630401871796	0.02	R	AB	LANL/RAPTOR/CCD	y	Wozniak2009	no
115.0	9.01519730661428	0.02	V	AB	LANL/RAPTOR/CCD	y	Wozniak2009	no
116.0	8.726888875900277	0.02	CR	AB	LANL/RAPTOR/CCD	y	Wozniak2009	no
127.0	9.295381500813123	0.1	V	AB	LCO/PioftheSkySouth/CCD	y	Racusin2008	no
128.0	8.522001107239765	0.02	I	AB	LANL/RAPTOR/CCD	y	Wozniak2009	no
128.0	9.28519730661428	0.02	V	AB	LANL/RAPTOR/CCD	y	Wozniak2009	no
128.0	8.946630401871797	0.02	R	AB	LANL/RAPTOR/CCD	y	Wozniak2009	no
132.0	9.056888875900276	0.02	CR	AB	LANL/RAPTOR/CCD	y	Wozniak2009	no
135.0	6.834234621584074	0.04	H	AB	LSO/REM(0.6m)/REMIR	y	Racusin2008	no
141.0	9.48519730661428	0.02	V	AB	LANL/RAPTOR/CCD	y	Wozniak2009	no
141.0	8.722001107239766	0.02	I	AB	LANL/RAPTOR/CCD	y	Wozniak2009	no
141.0	9.166630401871796	0.02	R	AB	LANL/RAPTOR/CCD	y	Wozniak2009	no
143.5	9.199453495881633	0.02	R	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
148.0	9.356888875900278	0.02	CR	AB	LANL/RAPTOR/CCD	y	Wozniak2009	no
151.0	7.194234621584075	0.04	H	AB	LSO/REM(0.6m)/REMIR	y	Racusin2008	no
154.0	9.68519730661428	0.02	V	AB	LANL/RAPTOR/CCD	y	Wozniak2009	no
154.0	8.982001107239766	0.02	I	AB	LANL/RAPTOR/CCD	y	Wozniak2009	no
154.0	9.396630401871796	0.02	R	AB	LANL/RAPTOR/CCD	y	Wozniak2009	no
164.0	9.556888875900276	0.02	CR	AB	LANL/RAPTOR/CCD	y	Wozniak2009	no
166.0	7.414234621584074	0.05	H	AB	LSO/REM(0.6m)/REMIR	y	Racusin2008	no
167.0	9.89519730661428	0.02	V	AB	LANL/RAPTOR/CCD	y	Wozniak2009	no
167.0	9.142001107239766	0.02	I	AB	LANL/RAPTOR/CCD	y	Wozniak2009	no
167.0	9.576630401871796	0.02	R	AB	LANL/RAPTOR/CCD	y	Wozniak2009	no
168.0	9.935381500813126	0.09	V	AB	LCO/PioftheSkySouth/CCD	y	Racusin2008	no
180.0	9.796888875900278	0.02	CR	AB	LANL/RAPTOR/CCD	y	Wozniak2009	no
181.0	9.776630401871795	0.02	R	AB	LANL/RAPTOR/CCD	y	Wozniak2009	no
181.0	10.02519730661428	0.02	V	AB	LANL/RAPTOR/CCD	y	Wozniak2009	no
181.0	9.302001107239766	0.02	I	AB	LANL/RAPTOR/CCD	y	Wozniak2009	no
182.0	10.315381500813125	0.1	V	AB	LCO/PioftheSkySouth/CCD	y	Racusin2008	no
182.52999877929688	11.340673651647252	0.017236035	V	AB	NGSO/Swift/UVOT	y	Roming2017	no
183.5	9.809453495881632	0.02	R	AB	LSO/REM(0.6m)/TORTORA	y	Racusin2008	no
185.6	11.10323901018806	0.0	Rc	AB	PO/60inches/SEDM	y	Cenko2009(arxiv0808.3983)	no
192.5399932861328	11.341853651647252	0.017246084	V	AB	NGSO/Swift/UVOT	y	Roming2017	no
194.0	10.19519730661428	0.02	V	AB	LANL/RAPTOR/CCD	y	Wozniak2009	no
